,resolutions_count,subdomains_count,dns_records_count,https_validity,ssl_exists
lowes.com,96.0,100.0,21.0,1577793600,1
lowyat.net,10.0,19.0,14.0,1593129599,1
lpc.com,2.0,18.0,10.0,1574696628,1
lrcfun.com,3.0,1.0,6.0,1569520711,1
lucky-mobile.com,2.0,2.0,5.0,43200,0
lufthansa.com,6.0,100.0,18.0,1575374400,1
lumenlearning.com,4.0,20.0,14.0,1573278401,1
lumini.hr,5.0,1.0,11.0,1581379199,1
lundagard.se,3.0,4.0,14.0,1569750612,1
lunona.com,3.0,4.0,7.0,1631231999,1
luscious.net,50.0,19.0,11.0,1601164799,1
lutherbrookdalechryslerjeep.net,168.0,1.0,7.0,1569351637,1
luxurydaily.com,2.0,6.0,9.0,1591724498,1
luxurylivingdirect.com,10.0,2.0,11.0,1572077886,1
luzespiritual.org,3.0,2.0,7.0,1627992000,1
lx-av.com,6.0,3.0,15.0,1574812799,1
lynda.com,2.0,55.0,19.0,1587556800,1
lyricsmode.com,1.0,100.0,7.0,1594857599,1
lyricstranslate.com,6.0,2.0,8.0,1569802207,1
m-team.cc,4.0,10.0,7.0,1629590399,1
m3imoveis.com,2.0,4.0,6.0,43200,0
mackolik.com,2.0,28.0,10.0,43200,0
macmillandictionary.com,3.0,3.0,10.0,1607472000,1
madeformermaids.com,4.0,1.0,9.0,1570425942,1
madrigalpharma.com,2.0,2.0,7.0,1591558475,1
mafengwo.cn,5.0,80.0,6.0,1614772800,1
magalerieaparis.wordpress.com,6.0,1.0,0.0,43200,0
mageiabengal.com,3.0,0.0,9.0,1569672000,1
magiclovespellscaster.com,1.0,6.0,8.0,1574454787,1
magimix.fr,2.0,18.0,8.0,43200,0
magnetdl.com,11.0,6.0,8.0,1583020799,1
magnetmagazine.com,3.0,2.0,11.0,43200,0
magpiesonmain.com,5.0,1.0,6.0,1570579199,1
magyad.com,24.0,3.0,6.0,1576108799,1
mahaonline.gov.in,8.0,100.0,10.0,1593000000,1
maharashtra.gov.in,1.0,100.0,10.0,1576238400,1
mahergram.com,3.0,7.0,5.0,1573614832,1
mailant.it,4.0,6.0,10.0,43200,0
mailchi.mp,112.0,1.0,9.0,1573086231,1
mailchimp.com,304.0,100.0,21.0,1589889600,1
maine-coon-cat-nation.com,1.0,1.0,6.0,43200,0
mainichi.jp,320.0,58.0,9.0,1618574400,1
maiotaku.com,1.0,1.0,7.0,1574455737,1
maiuma.com,2.0,1.0,8.0,1571797993,1
majalla.com,10.0,5.0,18.0,1590062400,1
majorbrands.in,3.0,14.0,13.0,43200,0
makeitbetter.net,4.0,3.0,14.0,1582588799,1
makeitextreme.com,3.0,3.0,7.0,1577491199,1
makemytrip.com,3.0,100.0,17.0,1578571200,1
makeuseof.com,62.0,22.0,15.0,1587038400,1
makita.pl,4.0,4.0,11.0,1574243934,1
malavida.com,1.0,100.0,12.0,1592179199,1
malware-reversing.com,5.0,1.0,13.0,1572075109,1
mamba.ru,13.0,100.0,7.0,1605445372,1
mambopizza.fr,2.0,8.0,6.0,1573438097,1
manchester2002-uk.com,3.0,1.0,11.0,1573820811,1
mangadex.org,34.0,15.0,8.0,1582243199,1
mangago.me,28.0,21.0,11.0,1582070399,1
mangahost1.com,39.0,1.0,8.0,1570536000,1
mangakakalot.com,8.0,1.0,7.0,1582243199,1
manganelo.com,85.0,3.0,7.0,1582243199,1
mangapanda.com,6.0,55.0,6.0,43200,0
mangarock.com,93.0,7.0,21.0,1591963200,1
mango.com,1000.0,96.0,19.0,1599566400,1
mangolassi.it,5.0,1.0,9.0,1582588799,1
manhuagui.com,2.0,3.0,7.0,1572481211,1
manitoucommunitymarket.org,1.0,2.0,6.0,1570962525,1
manjits.com,5.0,3.0,0.0,43200,0
mankindpharma.com,5.0,4.0,12.0,1587470400,1
manoramaonline.com,304.0,100.0,7.0,1603800000,1
manttavilppula.fi,2.0,6.0,6.0,1574121259,1
manualslib.com,2.0,8.0,7.0,1569075279,1
manwolvesband.com,6.0,1.0,7.0,1573603199,1
manyvids.com,1000.0,100.0,12.0,1568748041,1
manzelsabz.tripod.com,1.0,0.0,0.0,43200,0
mapleholistics.com,5.0,2.0,9.0,1570960554,1
maplestage.com,21.0,100.0,10.0,1596542400,1
mapquest.com,12.0,100.0,26.0,1580558400,1
marial.pro,6.0,1.0,9.0,1574088924,1
markedbyteachers.com,1.0,2.0,8.0,1598399999,1
marketcom123.com,1.0,10.0,0.0,43200,0
marketing-helping.com,8.0,1.0,8.0,1568300694,1
marketwatch.com,181.0,100.0,17.0,1595246400,1
markmillersubarusouthtowne.com,145.0,5.0,10.0,1568687830,1
marquid.com,2.0,3.0,6.0,1573322771,1
marriott.com,375.0,100.0,17.0,1631557677,1
marstongroup.co.uk,5.0,9.0,9.0,43200,0
martinec.cz,1.0,1.0,0.0,43200,0
martinellidermatologa.it,1.0,0.0,0.0,43200,0
marziaslife.com,6.0,2.0,5.0,43200,0
masambiente.wordpress.com,2.0,1.0,0.0,43200,0
masarat.ps,3.0,4.0,0.0,43200,0
maseratilife.com,3.0,3.0,8.0,1570333472,1
mashable.com,1000.0,75.0,22.0,1573735217,1
mashreghnews.ir,4.0,6.0,8.0,1573722110,1
masificados.com,2.0,2.0,7.0,1583625599,1
masrawy.com,3.0,38.0,15.0,1573862399,1
massagechairland.com,9.0,6.0,6.0,1569614707,1
massdrop.com,225.0,18.0,18.0,1606322888,1
master-insight.com,13.0,8.0,15.0,1570536000,1
masterads.info,4.0,6.0,8.0,1569542399,1
mastercard.com.au,2.0,44.0,8.0,43200,0
masternaut.com,5.0,52.0,13.0,1574949308,1
mastimon.com,4.0,1.0,10.0,1573177028,1
matboardandmore.com,1.0,7.0,12.0,1609156800,1
matchendirect.fr,3.0,9.0,8.0,1611835200,1
matchesfashion.com,10.0,20.0,19.0,1578527999,1
matchtv.ru,15.0,30.0,9.0,1577361600,1
matecolibri.com,1.0,6.0,6.0,1571615999,1
materiel.net,5.0,11.0,9.0,1570104000,1
maternellecolor.free.fr,1.0,0.0,0.0,43200,0
mathsisfun.com,11.0,5.0,8.0,1569110399,1
mathspage.com,1.0,1.0,7.0,43200,0
mathworks.com,3.0,100.0,20.0,1618228800,1
mathxl.com,1.0,20.0,7.0,1577059199,1
matrixlms.com,431.0,100.0,13.0,1587211200,1
matrizbcg.com,2.0,1.0,7.0,1582675199,1
matthewgee.co,4.0,1.0,8.0,1581076800,1
maturemenoftvandfilms.tumblr.com,4.0,1.0,0.0,43200,0
maturexxx.biz,10.0,2.0,0.0,43200,0
mausberry-circuits.myshopify.com,11.0,1.0,0.0,43200,0
maxgames.com,985.0,7.0,14.0,1570622400,1
maxim-ic.com,43.0,23.0,4.0,1601160051,1
mayapurinstitute.org,8.0,2.0,12.0,43200,0
maybemaynot.com,3.0,3.0,11.0,1568283127,1
mayoclinic.org,1.0,100.0,11.0,1611619199,1
mazhavilmanorama.com,275.0,5.0,11.0,1571400000,1
mbalogs.com,1.0,1.0,0.0,43200,0
mbank.pl,2.0,90.0,13.0,1575460800,1
mca21.gov.in,1.0,3.0,4.0,43200,0
mchampetier.com,1.0,5.0,0.0,43200,0
mci.ir,6.0,56.0,10.0,1572521605,1
mcmueller.org,1.0,1.0,6.0,1576152000,1
mdoarchitectes.com,2.0,4.0,8.0,1568419199,1
me.asia,5.0,1.0,10.0,1572091200,1
meb.gov.tr,1.0,100.0,3.0,1615215734,1
mebook.cc,14.0,5.0,5.0,43200,0
meczosy.pl,4.0,1.0,0.0,43200,0
medborgerligsamling.se,4.0,7.0,13.0,1583193599,1
media.tumblr.com,756.0,92.0,2.0,1628769600,1
mediafire.com,8.0,100.0,12.0,1573257599,1
mediagamebo.com,2.0,1.0,8.0,1572650410,1
mediagameland.com,2.0,1.0,8.0,1573168809,1
mediamarkt.de,2.0,82.0,16.0,1579953600,1
medianewpage.com,1.0,38.0,8.0,1572084999,1
mediaset.it,1.0,100.0,15.0,1572920091,1
medic4arab.com,54.0,1.0,9.0,1571708628,1
medicalnewstoday.com,947.0,21.0,17.0,1582674631,1
medicinenet.com,9.0,100.0,16.0,1573128000,1
meditationconference.org,1.0,0.0,9.0,1592740800,1
medium.com,22.0,52.0,29.0,1631534400,1
medlineplus.gov,140.0,5.0,13.0,1597665600,1
medscape.com,8.0,100.0,23.0,1573473600,1
meduza.io,57.0,30.0,20.0,1589500799,1
meetup.com,245.0,100.0,13.0,1584824529,1
mega.nz,11.0,100.0,11.0,1569619159,1
megadede.com,234.0,13.0,11.0,1598097600,1
megafilmeshd.co,61.0,1.0,13.0,1577793600,1
megafon.ru,2.0,100.0,17.0,1574337600,1
megahd.online,5.0,5.0,0.0,43200,0
meganlovesgrant.com,4.0,2.0,3.0,1572639277,1
megapoisk.info,1.0,0.0,0.0,43200,0
mehrnews.com,11.0,28.0,6.0,1603358597,1
mehrsite.com,8.0,1.0,7.0,43200,0
meijutt.com,73.0,5.0,5.0,1593691200,1
meilleurantivirusgratuit.net,4.0,1.0,8.0,43200,0
meipai.com,110.0,39.0,6.0,1591876800,1
meiqiweiyu.tmall.com,0.0,1.0,0.0,43200,0
mejortorrent1.net,4.0,1.0,4.0,1597804273,1
mellowads.com,19.0,5.0,10.0,1570665599,1
membertek.com,1.0,41.0,6.0,1579826290,1
memoriapressacademy.com,3.0,1.0,0.0,43200,0
memphisbluesbbq.com,4.0,5.0,6.0,1573516156,1
memrise.com,248.0,20.0,18.0,1591012800,1
memurlar.net,6.0,42.0,9.0,1623067200,1
mengpower.com,4.0,5.0,0.0,43200,0
mensajerosdivinos.org,3.0,3.0,7.0,1567291062,0
menstennisforums.com,3.0,1.0,9.0,1574831168,1
mercadolibre.cl,123.0,100.0,20.0,1582891200,1
mercadolibre.com,311.0,100.0,26.0,1583236800,1
mercadolibre.com.ar,149.0,100.0,21.0,1582891200,1
mercadolibre.com.mx,358.0,100.0,21.0,1582891200,1
mercantil.com,1.0,17.0,10.0,1593027681,1
mercari.com,1000.0,27.0,20.0,1587902400,1
mericasads.com,3.0,5.0,6.0,1570060799,1
meridiaars.com,9.0,2.0,13.0,1582675199,1
merlinfun.com,3.0,1.0,10.0,43200,0
merritts.com,3.0,1.0,5.0,43200,0
merrjep.com,10.0,9.0,14.0,1596024000,1
mes.fm,4.0,14.0,16.0,1578889020,1
messenger.com,54.0,100.0,11.0,1571486400,1
messiahchurch.com,5.0,1.0,9.0,43200,0
met-arti.com,1.0,1.0,7.0,1572636126,1
metacritic.com,2.0,100.0,13.0,43200,0
metalroofingsource.com,3.0,8.0,5.0,1582404095,1
meteofrance.com,4.0,32.0,3.0,1626344585,1
metoduchka.com,3.0,2.0,8.0,1571617432,1
metroscreenworks.com,4.0,4.0,11.0,1602504000,1
mezapro.com,4.0,2.0,9.0,1578355199,1
mgid.com,7.0,100.0,17.0,1592265599,1
mgtv.com,1.0,100.0,8.0,1568030400,1
mheducation.com,2.0,100.0,13.0,43200,0
mibolsillo.com,10.0,1.0,7.0,1572566399,1
microsoft.com,14.0,100.0,24.0,1622926098,1
mikebliv.wordpress.com,2.0,0.0,0.0,43200,0
mileroticos.com,6.0,17.0,8.0,1570102292,1
millbryhill.co.uk,2.0,1.0,14.0,1581724799,1
milliyet.com.tr,6.0,100.0,11.0,1589040423,1
mindbodyonline.com,214.0,100.0,26.0,1573905600,1
minecraft-inside.ru,6.0,5.0,7.0,1569609258,1
minecraft.net,1000.0,46.0,15.0,1574424000,1
minecraftforfreegames.net,5.0,5.0,0.0,43200,0
minecraftforum.net,45.0,6.0,13.0,1592308800,1
mingthein.com,5.0,3.0,17.0,43200,0
minhaplaylist.com,3.0,9.0,5.0,1569455999,1
minimaetmoralia.it,2.0,2.0,8.0,1568888511,1
ministryofinnovation.co.uk,2.0,2.0,7.0,43200,0
mint.com,77.0,59.0,13.0,1600084800,1
minticity.com,5.0,10.0,9.0,1579737599,1
mintmanga.com,7.0,15.0,6.0,1594511999,1
mirror.co.uk,129.0,100.0,16.0,1600171200,1
misemedia.net,431.0,7.0,11.0,1599307200,1
mishimoto.com,5.0,14.0,14.0,1617537600,1
mislutier.com,2.0,1.0,10.0,1591873819,1
mismarcadores.com,9.0,5.0,12.0,1573379650,1
missrias.com,3.0,1.0,8.0,1598184000,1
misterinternational.net,1.0,1.0,5.0,1574559820,1
mit.edu,325.0,100.0,19.0,1601380800,1
mitaxi.net,5.0,3.0,7.0,1570024668,1
mitchell1.com,7.0,48.0,14.0,1623412800,1
miui.com,9.0,100.0,7.0,1625659200,1
mivenik.com,4.0,6.0,6.0,1567643036,1
mixcloud.com,7.0,88.0,15.0,1589155199,1
mixer.com,8.0,100.0,21.0,1595647868,1
mixi.jp,66.0,55.0,13.0,1577804399,1
mixtronica.com,2.0,4.0,6.0,43200,0
mizbaz.com,4.0,2.0,0.0,43200,0
mizpahucc.org,4.0,1.0,13.0,1572880121,1
mk.co.kr,2.0,100.0,11.0,1613390400,1
mk.ru,7.0,100.0,11.0,1595375999,1
mkvcinemas.net.in,4.0,1.0,0.0,43200,0
mlb.com,3.0,100.0,26.0,43200,0
mlsu.ac.in,2.0,6.0,6.0,1569369599,1
mlvaleting.co.uk,4.0,2.0,6.0,1570623762,1
mmasyn.com,2.0,2.0,1.0,43200,0
mmc.com,3.0,100.0,40.0,1624838399,1
mmogames.com,3.0,12.0,7.0,1574638393,1
mmorpg-life.com,3.0,22.0,6.0,1572825599,1
mobafire.com,24.0,6.0,11.0,1582329599,1
mobicom.mn,3.0,38.0,12.0,1584187200,1
mobile.de,4.0,100.0,15.0,1599307200,1
mobile.ir,2.0,4.0,8.0,1567393647,0
mobile01.com,5.0,27.0,18.0,1599547535,1
mobilemaplets.com,4.0,2.0,9.0,43200,0
mobilesms.io,6.0,20.0,11.0,1593518400,1
mobilize.us,21.0,8.0,16.0,1591790400,1
mocellinisrl.com,3.0,1.0,6.0,1572354698,1
moddb.com,3.0,100.0,15.0,1570873492,1
modes4u.com,2.0,9.0,5.0,1630281599,1
modthesims.info,9.0,100.0,8.0,1578355199,1
moegirl.org,91.0,13.0,12.0,1576886399,1
moepic.com,1.0,9.0,7.0,1573225140,1
moi.gov.qa,1.0,29.0,8.0,1605700800,1
mojang.com,1000.0,32.0,17.0,1586606400,1
molibaike.com,8.0,3.0,0.0,43200,0
mollylemon.com,4.0,1.0,19.0,1572427320,1
moltenstore.com,10.0,5.0,18.0,1617105600,1
mommysup.com,1.0,2.0,6.0,1574318205,1
momoshotots.weebly.com,1.0,1.0,0.0,43200,0
momovod.com,41.0,4.0,9.0,1575071999,1
momskitchen.se,1.0,1.0,7.0,1570233599,1
momxvideos.net,1.0,1.0,5.0,1574854655,1
monarchbutterflygarden.net,10.0,1.0,13.0,1583020799,1
moneyflow007.com,5.0,2.0,14.0,1579391999,1
moneymake.site,2.0,1.0,8.0,1572433124,1
moneysmart.id,971.0,2.0,13.0,1574207999,1
monografias.com,1000.0,19.0,20.0,1594900800,1
monotaro.com,1000.0,26.0,16.0,1600776000,1
monova.to,7.0,3.0,7.0,1583020799,1
monster.com,4.0,100.0,15.0,1575028800,1
monsterchildren.com,2.0,5.0,11.0,1570625464,1
moodychurch.org,2.0,6.0,13.0,43200,0
moog-suspension-parts.com,7.0,1.0,10.0,1577836799,1
moonglow.com,4.0,11.0,13.0,1580750779,1
moresteam.com,3.0,8.0,12.0,1572393599,1
morningagclips.com,9.0,6.0,13.0,1568949865,1
morningtrans.com,2.0,15.0,13.0,43200,0
morpakampus.com,1.0,34.0,7.0,1585007999,1
mosaiquefm.net,9.0,18.0,14.0,1569758400,1
mosmedic.com,6.0,2.0,9.0,43200,0
motherbase.ca,1.0,1.0,0.0,43200,0
motherless.com,15.0,100.0,10.0,1583711999,1
moto7.net,9.0,2.0,11.0,1594036800,1
motor1.com,6.0,46.0,13.0,1612199040,1
motorcycle.com,3.0,18.0,16.0,1572411525,1
motorcyclehouse.com,4.0,1.0,7.0,1574510400,1
motorcyclenews.com,2.0,20.0,14.0,43200,0
motorscity.com,3.0,7.0,9.0,1573720799,1
movavi.com,13.0,61.0,19.0,1584705600,1
movenowthinklater.com,6.0,1.0,7.0,1582243199,1
mover.uz,2.0,8.0,5.0,1619740799,1
movescount.com,2.0,29.0,9.0,43200,0
movie2free.com,24.0,7.0,7.0,1578139200,1
movie4k-free.com,2.0,1.0,7.0,1581811199,1
moviefone.com,198.0,28.0,13.0,43200,0
movierulzth.com,2.0,0.0,0.0,43200,0
moviesda.in,3.0,1.0,7.0,1581897599,1
moviesearchcenter.com,26.0,3.0,7.0,1595851200,1
movieslane.com,2.0,1.0,6.0,43200,0
moviesrulzfree.com,25.0,27.0,8.0,1579910399,1
movieswbb.net,2.0,2.0,9.0,1578700799,1
movieweb.com,8.0,20.0,13.0,1574899199,1
movilidadbogota.gov.co,3.0,16.0,14.0,1570622400,1
movingtolondon.net,3.0,2.0,0.0,43200,0
mp3face.com,12.0,1.0,11.0,1596456000,1
mp3ghana.net,5.0,1.0,16.0,1573540464,1
mp3party.net,6.0,62.0,9.0,43200,0
mpegz.net,4.0,1.0,8.0,43200,0
mptentry.com,2.0,0.0,6.0,1570453266,1
mql4.com,3.0,10.0,5.0,1570773713,1
mr-punjab.com,22.0,2.0,8.0,1585137600,1
mractivator.com,2.0,3.0,8.0,1572523200,1
mrahis.com,4.0,4.0,11.0,1569515375,1
mrbuz.com,2.0,1.0,7.0,1583279999,1
mrheatcam.com,13.0,1.0,7.0,1601160051,1
mrmemory.co.uk,6.0,4.0,17.0,1590667200,1
mrrd.gov.af,3.0,3.0,6.0,1573881806,1
mrsestudio48.weebly.com,0.0,0.0,0.0,43200,0
mrsspeechiep.com,2.0,1.0,6.0,43200,0
mrstar.com,6.0,1.0,0.0,43200,0
msi.com,3.0,100.0,11.0,1631448000,1
msn.com,6.0,100.0,11.0,1586648560,1
msu.edu,3.0,100.0,13.0,1575763199,1
mthai.com,1.0,100.0,20.0,1582632000,1
mtnedge.org,2.0,1.0,8.0,1570820761,1
mtrnordic.se,2.0,1.0,0.0,43200,0
mts.ru,3.0,100.0,11.0,1589025600,1
mtvrockthecradle.com,6.0,1.0,6.0,1614815999,1
muatool.com,8.0,3.0,8.0,1598356800,1
mueblesrojo.com,2.0,1.0,9.0,43200,0
mueblesyaccesorios.com.co,4.0,3.0,15.0,43200,0
muehlhan.com,3.0,12.0,9.0,1574143282,1
muhalifhaberler.com,1.0,1.0,5.0,43200,0
multibhashi.com,9.0,5.0,10.0,1594442580,1
multitran.ru,1.0,1.0,9.0,1571604602,1
multiurok.ru,6.0,4.0,7.0,1570392029,1
mulugu.com,5.0,5.0,10.0,43200,0
mumyazh.com,55.0,3.0,19.0,1582156799,1
mundomarcruceros.com,3.0,2.0,8.0,1614340800,1
murkotiki.com,4.0,2.0,8.0,1583366399,1
musescore.com,46.0,24.0,16.0,1607903999,1
musixmatch.com,1000.0,46.0,24.0,1591272000,1
mutoureona.com,2.0,1.0,9.0,1615852799,1
muzlo.me,2.0,10.0,5.0,1571992928,1
mvideo.ru,2.0,100.0,12.0,1571572800,1
mwsservices.org,2.0,3.0,8.0,1604214000,1
mx-sh.net,6.0,71.0,9.0,1598702400,1
my-drivingdirections.com,2.0,4.0,7.0,1570489856,1
my-gcsescience.com,5.0,3.0,11.0,43200,0
my-hit.org,30.0,3.0,3.0,1607601600,1
my-paws-and-purrs-london.co.uk,2.0,1.0,0.0,43200,0
myanimelist.net,148.0,11.0,11.0,1577102400,1
myanmarload.com,11.0,3.0,13.0,43200,0
myartprints.co.uk,1.0,1.0,0.0,43200,0
myasiantv.to,5.0,1.0,8.0,1574294399,1
mycardstatement.com,2.0,1.0,8.0,1569326400,1
mydigit.cn,12.0,5.0,7.0,43200,0
mydiv.net,6.0,32.0,12.0,1570079772,1
mydramalist.com,75.0,10.0,11.0,1583193599,1
mydrivers.com,5.0,53.0,9.0,1625183999,1
myegy.cc,103.0,2.0,13.0,1570276800,1
myfakeinfo.com,10.0,1.0,7.0,1578873599,1
myfatpocket.com,2.0,5.0,8.0,43200,0
myfitnesspal.com,374.0,41.0,14.0,1578398400,1
myfoscam.org,1.0,100.0,6.0,43200,0
myfreecams.com,3.0,100.0,11.0,1602676800,1
mygeniusgift.com,1.0,1.0,7.0,1581854400,1
myglobalmind.com,5.0,2.0,9.0,1582847999,1
myhdsextube.com,1.0,1.0,4.0,43200,0
myhindienglish.com,5.0,5.0,5.0,1571868474,1
myhome.tmall.com,45.0,0.0,0.0,43200,0
myiconfinder.com,1.0,1.0,6.0,43200,0
mylittlekaraoke.com,6.0,2.0,8.0,1580255999,1
mymovies.it,5.0,22.0,12.0,43200,0
mynation.com,55.0,2.0,14.0,1583064000,1
myncquickpass.com,3.0,1.0,10.0,1576893512,1
mynet.com,5.0,100.0,8.0,1603152000,1
mynewcastlevoice.com,3.0,1.0,8.0,1606671610,1
myntra.com,158.0,23.0,17.0,1578095999,1
myornamenti.com,4.0,1.0,9.0,1570576766,1
mypennonline.com,2.0,1.0,0.0,43200,0
myplayyard.com,12.0,5.0,7.0,1601160051,1
mypokefi.com,1.0,2.0,6.0,1574207999,1
myprintscreen.com,4.0,2.0,5.0,1571468405,1
myreadingmanga.info,37.0,12.0,8.0,1582329599,1
myscore.ru,13.0,5.0,12.0,1571544740,1
mysearch.com,4.0,70.0,11.0,1573756785,1
myshared.ru,6.0,10.0,11.0,1572107642,1
mystylemyanmar.com,8.0,2.0,11.0,1588248000,1
mysugr.com,207.0,32.0,19.0,1612396799,1
mytatasky.com,3.0,7.0,5.0,1568376000,1
mytipspages.com,7.0,4.0,6.0,1573146609,1
myu3a.net,2.0,5.0,8.0,1569950744,1
myutiitsl.com,5.0,1.0,5.0,1626696000,1
myvidster.com,7.0,31.0,9.0,1579290302,1
myzcloud.me,2.0,35.0,9.0,1583711999,1
n-fusion.com,3.0,1.0,6.0,43200,0
n-torrents.org,4.0,2.0,5.0,1592870399,1
n-tv.de,250.0,100.0,30.0,1595073600,1
nadler.it,1.0,1.0,6.0,1601121600,1
naijagoingabroad.com,6.0,1.0,14.0,1582847999,1
naijaloaded.com.ng,37.0,4.0,7.0,1578744000,1
nairaland.com,12.0,5.0,8.0,1583020799,1
nairatime.com,13.0,3.0,11.0,1576367999,1
nairobiwire.com,8.0,4.0,10.0,1582156799,1
nakedalarmclock.ca,1.0,2.0,6.0,43200,0
nalog.ru,11.0,100.0,7.0,1570449600,1
namecheap.com,5.0,100.0,16.0,1607731199,1
namepros.com,7.0,8.0,22.0,1577836799,1
namu.wiki,86.0,14.0,12.0,1621209599,1
nanjixiong.com,1.0,4.0,10.0,1594814400,1
nano-anime.com,8.0,4.0,11.0,1598097600,1
nanopdf.com,10.0,1.0,7.0,1582588799,1
nanxie.tmall.com,49.0,1.0,0.0,43200,0
naplandgames.com,2.0,11.0,6.0,1569024665,1
narcity.com,123.0,100.0,18.0,1581465599,1
narod.ru,8.0,100.0,9.0,1583539199,1
nasa.gov,2.0,100.0,23.0,1589985534,1
nassauclerk.com,9.0,1.0,9.0,1594123200,1
nate.com,12.0,100.0,7.0,1634713735,1
nathan-zed-us.myshopify.com,1.0,1.0,0.0,43200,0
nation.sc,4.0,1.0,6.0,1568278816,1
nationalgeographic.com,39.0,100.0,15.0,1568635200,1
nationaltrustcollections.org.uk,2.0,1.0,0.0,43200,0
naturalezatropical.com,3.0,0.0,9.0,1583452799,1
naturalsprinklesco.com,3.0,1.0,8.0,1573084799,1
naturalstoneincorporated.com,3.0,1.0,0.0,43200,0
naturasanat.shop,4.0,1.0,11.0,1572668204,1
nature.com,3.0,100.0,17.0,1574852595,1
naturesseed.com,9.0,3.0,9.0,1596671999,1
naturprodukter.se,8.0,5.0,9.0,1576281599,1
naukri.com,4.0,100.0,12.0,1604879999,1
naukrigulf.com,8.0,32.0,11.0,1604879999,1
naukrilane.com,7.0,2.0,0.0,43200,0
naver.jp,4.0,100.0,8.0,1630647663,1
navexglobal.com,8.0,100.0,14.0,1580817600,1
navitime.co.jp,1.0,100.0,18.0,1585310400,1
navyfederal.org,139.0,100.0,12.0,1582718400,1
nayerishtey.in,5.0,1.0,8.0,1585656000,1
nbc.com,342.0,53.0,18.0,1597752000,1
nbcnews.com,9.0,100.0,19.0,1624111799,1
nbcsports.com,4.0,100.0,17.0,1624893124,1
nbrtribe107.com,1.0,1.0,0.0,43200,0
ncaa.com,119.0,76.0,14.0,1609977599,1
ncore.cc,8.0,8.0,11.0,1572558642,1
ncponline.com,6.0,11.0,12.0,1572177600,1
ndicentral.com,2.0,2.0,9.0,1623023999,1
ndtv.com,78.0,100.0,22.0,1576324800,1
neafamily.com,1.0,1.0,8.0,1569308657,1
necromancernextdoor.tumblr.com,0.0,0.0,0.0,43200,0
neiyi.tmall.com,47.0,1.0,0.0,43200,0
neobux.com,11.0,24.0,11.0,1618006907,1
neoldu.com,4.0,5.0,6.0,1594166399,1
neon24.pl,2.0,100.0,8.0,43200,0
neonwap.com,4.0,1.0,9.0,43200,0
nessma.tv,6.0,12.0,7.0,1593047978,1
nestia.com,2.0,28.0,17.0,1599786431,1
nestwealth.com,18.0,13.0,15.0,1581206399,1
net4you.net,2.0,90.0,7.0,1610808565,1
netacad.com,4.0,100.0,16.0,1621555199,1
netduino.com,7.0,5.0,15.0,43200,0
netflix.com,563.0,100.0,40.0,1581076800,1
netgear.com,11.0,100.0,20.0,1599179539,1
nethingoez.com,29.0,4.0,8.0,1573171199,1
netho.me,9.0,4.0,13.0,1582588799,1
netopartners.com,13.0,6.0,16.0,1580687999,1
netorgft3496861.sharepoint.com,0.0,0.0,0.0,43200,0
netspendallaccess.com,1.0,1.0,8.0,1575720000,1
neurology.org,7.0,24.0,10.0,1583625599,1
new-beautiful.org,9.0,1.0,7.0,1575374400,1
new-hansen.com,2.0,2.0,8.0,1573209035,1
newbum.net,7.0,2.0,8.0,1595030399,1
newegg.com,236.0,100.0,16.0,1585396800,1
newgensalsa.com,1.0,2.0,3.0,1569866734,1
news-speaker.com,46.0,1.0,7.0,1574467199,1
news.com.au,287.0,100.0,22.0,1599134400,1
news0-1.com,2.0,11.0,7.0,1582718400,1
news18.com,3.0,76.0,13.0,1588943539,1
news24.com,7.0,81.0,21.0,1580472000,1
newsdeeply.com,2.0,15.0,12.0,1569834034,1
newsfacto.com,3.0,1.0,7.0,1583366399,1
newsfeed.support,11.0,21.0,11.0,1574467199,1
newsnow.co.uk,2.0,15.0,11.0,1597581679,1
newstrend.news,11.0,2.0,9.0,1571745600,1
newsweek.com,231.0,100.0,19.0,1598875200,1
newtorrent.org,2.0,1.0,7.0,43200,0
nexon.com,3.0,100.0,14.0,1569326400,1
nextdayblinds.com,3.0,18.0,9.0,1612033659,1
nextdoor.com,1000.0,100.0,23.0,1593604800,1
nextyourcontent.com,92.0,11.0,7.0,1582934399,1
nexusmods.com,10.0,83.0,21.0,1579823999,1
nezavisne.com,3.0,9.0,7.0,1572046231,1
nfkd2ug8d9.com,4.0,1.0,9.0,1574151134,1
nflspinzone.com,6.0,1.0,10.0,1583625599,1
nfm.go.kr,3.0,17.0,6.0,1599317999,1
ngalarabiya.com,4.0,4.0,11.0,43200,0
nhaclienkhuc.net,14.0,1.0,16.0,1583150400,1
nhl.com,2.0,100.0,14.0,43200,0
nianhuo.tmall.com,23.0,0.0,0.0,43200,0
nichese.com,2.0,6.0,6.0,43200,0
nickyjampr.net,11.0,1.0,15.0,1583279999,1
nicovideo.jp,80.0,100.0,7.0,1622473199,1
nicsorts-accarade.com,4.0,0.0,7.0,1604015999,1
nifty.com,113.0,100.0,9.0,1580569140,1
nigerianembassydublin.org,2.0,1.0,6.0,43200,0
nikday.com,4.0,1.0,8.0,1569849219,1
nike.com,3.0,100.0,16.0,1597273660,1
nikkei.com,6.0,100.0,11.0,1592740800,1
